Name,Platform,Genre,Rating,Critic_Score,Critic_Count,User_Score,User_Count,NA_Sales
Valentino Rossi: The Game,PS4,Racing,E,75,19,79,50,0.01
Madden NFL 08,GC,Sports,E,75,4,69,7,0.06
Stuart Little 3: Big Photo Adventure,PS2,Platform,E,71,5,76,7,0.04
Pitfall: The Lost Expedition,GC,Platform,E,73,25,85,8,0.06
Puchi Puchi Virus,DS,Puzzle,E,73,17,41,5,0.07
P.T.O. IV: Pacific Theater of Operations,PS2,Strategy,E,71,12,65,5,0.04
Elebits: The Adventures of Kai and Zero,DS,Adventure,E,75,15,82,4,0.07
Cosmic Family,Wii,Misc,E,54,6,56,6,0.07
In The Groove,PS2,Misc,E,72,14,89,13,0.04
Magic Pengel: The Quest for Color,PS2,Role-Playing,E,74,24,74,12,0.04
Rayman 3: Hoodlum Havoc,XB,Platform,E,75,13,78,8,0.06
Superman Returns,DS,Action,E,33,8,48,13,0.07
Super Ghouls 'n Ghosts,GBA,Platform,E,78,19,87,4,0.05
Pac-Man World 3,PSP,Platform,E,61,9,59,4,0.07
Aero Elite: Combat Academy,PS2,Simulation,E,64,18,69,8,0.04
Alvin and the Chipmunks,PS2,Misc,E,33,5,44,6,0.04
Monster Racers,DS,Racing,E,70,5,89,5,0.05
Speed Zone,Wii,Racing,E,37,14,37,11,0.01
Dream Trigger 3D,3DS,Shooter,E,54,24,62,29,0.04
Homie Rollerz,DS,Racing,E,23,9,23,12,0.07
Romance of the Three Kingdoms IX,PS2,Strategy,E,74,17,88,10,0.03
MLB Front Office Manager,X360,Sports,E,47,13,45,10,0.06
Harry Potter and the Sorcerer's Stone,XB,Action,E,59,11,59,5,0.05
FIFA Soccer 2004,GC,Sports,E,83,17,61,12,0.05
Dave Mirra BMX Challenge,PSP,Sports,E,32,11,45,10,0.06
Rayman 3: Hoodlum Havoc,GC,Platform,E,77,24,82,21,0.05
RayStorm,PS,Shooter,E,79,7,77,4,0.04
Pitfall: The Lost Expedition,XB,Platform,E,73,35,77,4,0.05
NHL 2005,GC,Sports,E,75,18,55,5,0.05
Anubis II,Wii,Platform,E,19,5,26,28,0.06
N+,DS,Platform,E,82,20,73,20,0.06
Sega Soccer Slam,GC,Sports,E,84,22,76,7,0.05
Legends of Wrestling II,GBA,Fighting,E,24,11,36,10,0.05
RedCard 20-03,PS2,Sports,E,73,19,89,6,0.03
Batman: Rise of Sin Tzu,GBA,Action,E,63,12,67,4,0.05
World Racing,XB,Racing,E,56,14,80,8,0.05
Cities XL 2012,PC,Strategy,E,61,18,55,95,0.01
Prince of Persia: The Fallen King,DS,Action,E,64,24,59,9,0.06
NHL Hitz Pro,XB,Sports,E,81,23,87,12,0.05
Bionicle,XB,Action,E,49,5,14,4,0.05
Gradius Collection,PSP,Shooter,E,76,44,84,4,0.04
Gallop Racer 2004,PS2,Sports,E,70,15,86,12,0.03
F1 2001,XB,Racing,E,83,11,54,8,0.05
Monster Tale,DS,Platform,E,79,15,79,15,0.06
Tokobot,PSP,Platform,E,72,30,72,8,0.06
TrackMania Turbo,XOne,Action,E,76,12,76,27,0.02
Jurassic Park III: Park Builder,GBA,Simulation,E,65,5,79,5,0.04
Bomberman Land,PSP,Misc,E,55,14,77,4,0.06
From The Abyss,DS,Role-Playing,E,59,9,79,5,0.06
DuckTales: Remastered,WiiU,Action,E,76,10,78,100,0.06
MX vs. ATV Supercross,X360,Racing,E,48,10,47,14,0.03
Muppets Party Cruise,PS2,Misc,E,61,11,79,6,0.03
Disney Sports Skateboarding,GC,Sports,E,36,7,46,6,0.05
Arkanoid DS,DS,Puzzle,E,61,29,69,5,0.06
Big Bang Mini,DS,Shooter,E,78,39,81,26,0.05
Song of the Deep,XOne,Action,E,66,12,68,20,0.05
Flipnic: Ultimate Pinball,PS2,Misc,E,64,28,80,12,0.03
Create,PC,Action,E,54,7,67,9,0.04
Star Trek: Tactical Assault,DS,Strategy,E,63,15,69,10,0.05
Oddworld: Munch's Oddysee,GBA,Platform,E,44,15,24,4,0.04
PoPoLoCrois,PSP,Role-Playing,E,66,41,73,17,0.05
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,Action,E,58,10,69,5,0.05
Racing Gears Advance,GBA,Racing,E,83,17,88,9,0.04
Mercury Meltdown,PSP,Action,E,78,36,77,8,0.05
Ivy the Kiwi?,Wii,Puzzle,E,74,30,71,12,0.04
Zone of the Enders: The Fist of Mars,GBA,Role-Playing,E,71,12,89,9,0.04
Tiger Woods PGA Tour 08,DS,Sports,E,81,10,75,8,0.05
Nanostray,DS,Shooter,E,71,43,76,19,0.05
Harry Potter and the Sorcerer's Stone,PC,Action,E,65,11,77,76,0.01
NBA Live 07,XB,Sports,E,69,14,67,13,0.04
Rocket League,PC,Sports,E,86,20,81,580,0.01
V-Rally 3,PS2,Racing,E,82,10,73,14,0.03
Amazing Island,GC,Strategy,E,59,22,65,7,0.04
Alvin and the Chipmunks,Wii,Misc,E,30,4,35,20,0.05
Speed Kings,XB,Racing,E,60,16,87,4,0.04
Bombastic,PS2,Puzzle,E,72,24,71,6,0.03
Sega Soccer Slam,XB,Sports,E,80,15,84,10,0.04
Rez,PS2,Shooter,E,78,34,82,28,0.03
Lufia: The Ruins of Lore,GBA,Role-Playing,E,76,12,82,8,0.04
UEFA Euro 2004: Portugal,XB,Sports,E,74,21,80,9,0.04
Medabots: Infinity,GC,Role-Playing,E,51,6,79,7,0.04
NFL Blitz Pro,XB,Sports,E,71,14,65,8,0.04
Black Sigil: Blade of the Exiled,DS,Role-Playing,E,58,24,74,20,0.05
Wakeboarding Unleashed Featuring Shaun Murray,XB,Sports,E,80,23,87,9,0.04
Drill Dozer,GBA,Platform,E,81,34,82,10,0.04
Rhapsody: A Musical Adventure,DS,Role-Playing,E,67,24,67,12,0.05
Virtua Striker 2002,GC,Sports,E,58,20,59,5,0.01
UEFA Champions League 2006-2007,X360,Sports,E,72,27,81,10,0.04
Piglet's Big Game,GC,Platform,E,70,4,79,5,0.04
IndyCar Series,XB,Racing,E,71,8,77,5,0.04
Ferrari F355 Challenge,PS2,Racing,E,70,14,43,5,0.03
FIFA Soccer 2004,GBA,Sports,E,82,4,78,9,0.04
Disney's Party,GC,Misc,E,39,6,77,5,0.04
Nanostray 2,DS,Shooter,E,75,23,77,8,0.03
Yanya Caballista: City Skater,PS2,Sports,E,58,13,62,7,0.02
Jenga World Tour,Wii,Misc,E,26,14,27,11,0.05
Shrek Super Party,GC,Misc,E,40,6,72,7,0.04
Bejeweled Twist,PC,Puzzle,E,78,12,72,11,0.01
GRID,DS,Racing,E,79,19,80,15,0.04
Ivy the Kiwi?,DS,Puzzle,E,69,20,62,4,0.04
OutRun 2006: Coast 2 Coast,PS2,Racing,E,81,42,87,17,0.02
The Lost Vikings,GBA,Puzzle,E,75,16,90,15,0.04
PQ2: Practical Intelligence Quotient,PSP,Puzzle,E,74,19,77,6,0.04
Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,Platform,E,64,5,73,5,0.02
Whirl Tour,GC,Sports,E,61,10,89,4,0.04
Stunt GP,PS2,Racing,E,49,8,80,9,0.02
NASCAR Heat Evolution,PS4,Racing,E,66,8,37,18,0.04
Rugby 2005,XB,Sports,E,75,20,76,11,0.04
Rock 'N Roll Racing,GBA,Racing,E,80,12,93,5,0.03
Silhouette Mirage,PS,Platform,E,69,8,74,4,0.03
Rugby 06,PS2,Sports,E,70,6,77,27,0.02
2002 FIFA World Cup,GC,Sports,E,78,9,76,6,0.04
Colin McRae Rally 2005,XB,Racing,E,83,35,74,6,0.04
Saiyuki: Journey West,PS,Strategy,E,73,9,70,9,0.03
DuckTales: Remastered,PS3,Action,E,75,31,73,135,0.01
World Championship Pool 2004,PS2,Sports,E,60,4,66,6,0.02
Virtua Tennis 3,PSP,Sports,E,79,17,76,13,0.02
Hoshigami: Ruining Blue Earth,PS,Role-Playing,E,62,9,86,26,0.03
Pro Evolution Soccer 2017,XOne,Sports,E,87,12,60,84,0.01
Gitaroo Man,PS2,Misc,E,82,21,86,25,0.02
Pool Party,Wii,Sports,E,32,13,7,6,0.04
Rapala Fishing Frenzy 2009,X360,Sports,E,41,5,71,6,0.04
Wonder World Amusement Park,Wii,Misc,E,37,9,44,4,0.04
Wing Island,Wii,Simulation,E,47,32,48,8,0.03
March of the Penguins,DS,Adventure,E,34,8,16,6,0.04
The Bible Game,XB,Misc,E,60,6,26,13,0.03
Bubble Bobble Revolution,DS,Puzzle,E,38,19,61,6,0.04
Pool Hall Pro,Wii,Sports,E,62,5,52,4,0.04
Disney's Donald Duck: Goin' Quackers,GC,Platform,E,61,7,29,4,0.03
Virtua Tennis 3,X360,Sports,E,80,34,67,26,0.03
Backyard Baseball '09,Wii,Sports,E,37,4,77,5,0.04
Dai Senryaku VII: Modern Military Tactics,XB,Strategy,E,74,11,87,6,0.03
FIFA Street 2,DS,Sports,E,43,5,74,4,0.04
Smash Court Tennis 3,PSP,Sports,E,68,30,62,4,0.01
NASCAR 07,XB,Racing,E,72,26,69,4,0.03
Dance Dance Revolution Disney Mix,PS,Simulation,E,74,7,82,13,0.02
Thrillville: Off the Rails,DS,Strategy,E,59,6,61,5,0.03
Gravity Falls: Legend of the Gnome Gemulets,3DS,Action,E,46,4,57,10,0.03
Star Trek: Shattered Universe,XB,Simulation,E,41,21,39,10,0.03
Test Drive: Ferrari Legends,PS3,Racing,E,62,19,48,22,0.04
NHL Hitz Pro,GC,Sports,E,81,15,77,5,0.03
Superman: Countdown to Apokolips,GBA,Platform,E,47,5,56,6,0.03
Antz Extreme Racing,PS2,Racing,E,31,5,49,8,0.02
Patrician IV,PC,Strategy,E,66,18,63,34,0.03
Fisherman's Challenge,PS2,Sports,E,67,7,74,4,0.02
Pure Pinball,XB,Misc,E,68,11,84,6,0.03
Colin McRae Rally 3,XB,Racing,E,86,25,73,14,0.03
FIFA World Cup Germany 2006,DS,Sports,E,71,7,71,6,0.03
Meteos: Disney Magic,DS,Puzzle,E,74,36,65,5,0.01
Beyblade Evolution,3DS,Action,E,49,7,62,4,0.02
Rugby 08,PS2,Sports,E,74,21,73,25,0.02
Bubble Bobble Double Shot,DS,Puzzle,E,50,12,47,4,0.03
Scaler,GC,Platform,E,69,11,72,8,0.03
OutRun 2006: Coast 2 Coast,PSP,Racing,E,82,31,80,14,0.03
FunkMaster Flex's Digital Hitz Factory,PS2,Misc,E,71,6,88,10,0.02
RedCard 20-03,XB,Sports,E,67,8,89,4,0.03
Sabre Wulf,GBA,Platform,E,75,27,79,4,0.02
WRC: FIA World Rally Championship,PSP,Racing,E,67,18,77,19,0.02
Rapala Tournament Fishing!,X360,Sports,E,41,4,79,6,0.03
EverBlue 2,PS2,Adventure,E,59,21,74,4,0.02
Electroplankton,DS,Misc,E,71,49,69,37,0.01
FIFA World Cup: Germany 2006,GBA,Sports,E,57,4,68,7,0.02
Earthworm Jim 2,GBA,Platform,E,45,10,56,6,0.02
MotoGP,PSP,Racing,E,69,18,70,7,0.03
Song of the Deep,PC,Action,E,73,12,62,15,0.03
Tork: Prehistoric Punk,XB,Platform,E,62,21,61,6,0.02
Toy Shop,DS,Simulation,E,31,7,53,11,0.03
Dance Factory,PS2,Action,E,56,22,57,8,0.02
F1 2002,GC,Racing,E,72,7,77,4,0.02
The Golf Club,XOne,Sports,E,64,15,53,59,0.03
Digimon World 4,XB,Role-Playing,E,54,5,87,4,0.02
Sunny Garcia Surfing,PS2,Sports,E,61,11,78,7,0.02
Graffiti Kingdom,PS2,Role-Playing,E,71,27,70,12,0.01
Klonoa 2: Dream Champ Tournament,GBA,Platform,E,78,20,92,6,0.02
N+,PSP,Platform,E,79,21,77,18,0.03
Valentino Rossi: The Game,XOne,Racing,E,74,5,80,7,0.01
Atomic Betty,GBA,Puzzle,E,62,10,74,6,0.02
Street Jam Basketball,GBA,Sports,E,35,7,79,7,0.02
Popeye: Rush for Spinach,GBA,Platform,E,48,9,41,5,0.02
NBA 08,PSP,Sports,E,75,18,74,8,0.03
Drome Racers,GC,Racing,E,54,5,65,5,0.02
Turn It Around,DS,Action,E,39,11,44,4,0.03
Star Trek: Tactical Assault,PSP,Strategy,E,64,15,78,10,0.02
MX vs. ATV Supercross,PS3,Racing,E,58,4,34,4,0.02
NBA 2K7,XB,Sports,E,83,8,85,5,0.02
Gotcha Force,GC,Shooter,E,56,24,81,17,0.01
Jet Grind Radio,GBA,Action,E,74,22,92,6,0.02
Super Monkey Ball Adventure,PS2,Platform,E,53,32,66,10,0.01
Madden NFL 07,GBA,Sports,E,68,4,92,4,0.02
AniMates!,DS,Simulation,E,33,4,24,4,0.02
ZooCube,GC,Puzzle,E,67,15,60,7,0.02
NBA Starting Five,XB,Sports,E,48,4,54,4,0.02
"Ed, Edd n Eddy: The Mis-Edventures",XB,Platform,E,56,6,76,6,0.02
AMF Xtreme Bowling,PS2,Sports,E,30,4,41,5,0.01
George of the Jungle and the Search for the Secret,Wii,Platform,E,35,10,39,6,0.02
Inkheart,DS,Adventure,E,39,8,21,5,0.02
DemiKids: Light Version,GBA,Role-Playing,E,62,8,82,15,0.02
Line Rider 2: Unbound,Wii,Puzzle,E,62,12,63,5,0.02
Pro Fishing Challenge,XB,Sports,E,62,11,90,9,0.02
RedCard 20-03,GC,Sports,E,71,11,73,5,0.02
Pac-Man World Rally,PS2,Racing,E,54,20,73,5,0.01
Group S Challenge,XB,Racing,E,57,17,59,5,0.02
SBK: Snowboard Kids,DS,Sports,E,63,14,64,4,0.02
uDraw Studio: Instant Artist,X360,Misc,E,54,5,56,6,0.01
NHL 2K3,GC,Sports,E,89,11,69,6,0.01
Space Channel 5: Ulala's Cosmic Attack,GBA,Misc,E,55,15,79,5,0.01
Castle Shikigami 2,PS2,Shooter,E,67,4,73,8,0.01
Pulse Racer,XB,Racing,E,24,7,27,17,0.01
NBA 07,PS2,Sports,E,63,24,67,5,0.01
Combat Flight Simulator 3: Battle for Europe,PC,Simulation,E,69,16,64,22,0.01
Digimon Rumble Arena,PS,Fighting,E,64,5,87,71,0.01
Dragon Booster,DS,Shooter,E,33,14,69,9,0.02
Antz Extreme Racing,XB,Racing,E,35,4,86,10,0.01
Kao the Kangaroo Round 2,PS2,Platform,E,58,12,86,7,0.01
Online Chess Kingdoms,PSP,Misc,E,60,17,67,6,0.01
Hummer Badlands,XB,Racing,E,44,7,59,5,0.01
Space Invaders Revolution,DS,Shooter,E,49,9,51,5,0.01
Grooverider: Slot Car Thunder,XB,Racing,E,45,9,72,8,0.01
Monster Rancher Advance 2,GBA,Simulation,E,79,5,93,9,0.01
Groovin' Blocks,Wii,Puzzle,E,75,13,84,6,0.01
Smuggler's Run,GBA,Racing,E,41,5,42,12,0.01
Egg Mania: Eggstreme Madness,GC,Puzzle,E,64,7,79,4,0.01
Micro Machines V4,PS2,Racing,E,64,35,67,8,0.01
Karnaaj Rally,GBA,Racing,E,81,9,94,4,0.01
E.T. The Extra-Terrestrial,GBA,Action,E,46,4,23,21,0.01
Grand Theft Auto: Liberty City Stories,PSP,Action,M,88,65,75,451,2.9
Call of Duty: Advanced Warfare,PS4,Shooter,M,83,39,56,1443,2.81
Battlefield 3,PS3,Shooter,M,85,38,74,1761,2.85
Fallout 4,PS4,Role-Playing,M,87,58,64,4228,2.53
Call of Duty 4: Modern Warfare,PS3,Shooter,M,94,44,83,993,3.11
Red Dead Redemption,PS3,Action,M,95,73,87,2456,2.79
Assassin's Creed III,PS3,Action,M,85,41,68,1307,2.64
The Elder Scrolls V: Skyrim,PS3,Role-Playing,M,92,16,63,2527,2.55
Metal Gear Solid 2: Sons of Liberty,PS2,Action,M,96,42,86,1026,2.45
Metal Gear Solid,PS,Action,M,94,20,93,918,3.18
Metal Gear Solid 4: Guns of the Patriots,PS3,Action,M,94,82,86,3558,2.63
The Last of Us,PS3,Action,M,95,98,90,8003,2.41
Resident Evil 2,PS,Action,M,89,13,91,364,1.88
Assassin's Creed II,PS3,Action,M,91,70,85,1202,2.54
Assassin's Creed,X360,Adventure,M,81,77,76,1074,3.28
Grand Theft Auto V,XOne,Action,M,97,14,78,764,2.81
Call of Duty: World at War,PS3,Shooter,M,85,45,75,409,2.73
Assassin's Creed III,X360,Action,M,84,61,66,1196,3.13
Call of Duty: Advanced Warfare,XOne,Shooter,M,81,53,53,898,3.22
Assassin's Creed II,X360,Action,M,90,82,87,1305,3.11
Diablo III,PC,Role-Playing,M,88,86,39,9629,2.44
Resident Evil 5,PS3,Action,M,84,76,74,667,1.96
Resident Evil,PS,Action,M,91,8,89,266,2.05
Grand Theft Auto: Vice City Stories,PSP,Action,M,86,50,79,150,1.7
Fallout 3,X360,Role-Playing,M,93,84,84,1655,3.4
Assassin's Creed,PS3,Adventure,M,81,40,72,769,1.91
God of War III,PS3,Action,M,92,101,86,2633,2.74
Call of Duty: Infinite Warfare,PS4,Shooter,M,77,82,33,1129,1.61
God of War,PS2,Action,M,94,75,88,997,2.71
The Elder Scrolls IV: Oblivion,X360,Role-Playing,M,94,90,86,1109,2.82
Resistance: Fall of Man,PS3,Shooter,M,86,70,80,715,1.74
Fable II,X360,Role-Playing,M,89,95,64,2423,2.51
Metal Gear Solid 3: Snake Eater,PS2,Action,M,91,68,92,955,1.46
Assassin's Creed: Revelations,PS3,Action,M,80,39,74,613,1.41
Fallout 4,XOne,Role-Playing,M,88,39,61,1749,2.51
Assassin's Creed: Revelations,X360,Action,M,80,77,71,564,2.25
Battlefield 1,PS4,Shooter,M,88,31,83,809,1.1
God of War II,PS2,Action,M,93,70,88,709,2.32
Fallout: New Vegas,X360,Role-Playing,M,84,81,80,769,2.66
Watch Dogs,PS4,Action,M,80,80,62,2996,1.4
Far Cry 4,PS4,Shooter,M,85,83,76,1653,1.13
Left 4 Dead 2,X360,Shooter,M,89,76,85,681,2.67
The Witcher 3: Wild Hunt,PS4,Role-Playing,M,92,79,91,10179,1.02
Assassin's Creed: Unity,PS4,Action,M,70,40,48,2050,1.19
Batman: Arkham Knight,PS4,Action,M,87,89,75,2679,1.53
Fallout 3,PS3,Role-Playing,M,90,57,79,910,2.15
The Elder Scrolls V: Skyrim,PC,Role-Playing,M,94,32,80,9073,1.16
Call of Duty: Ghosts,PS4,Shooter,M,78,49,36,1564,1.78
Tom Clancy's The Division,PS4,Shooter,M,80,64,69,2219,1.35
Assassin's Creed IV: Black Flag,PS3,Action,M,88,36,80,840,1.33
SOCOM: U.S. Navy SEALs,PS2,Shooter,M,82,42,78,82,2.53
Resident Evil 4,PS2,Action,M,96,38,88,1013,2.08
Battlefield 4,PS4,Shooter,M,85,18,68,1580,1.35
Grand Theft Auto: Liberty City Stories,PS2,Action,M,78,49,77,112,1.56
The Getaway,PS2,Action,M,72,49,67,88,1.23
Left 4 Dead,X360,Shooter,M,89,67,78,1309,2.66
Assassin's Creed: Unity,XOne,Action,M,72,59,40,1005,2.27
Resident Evil 5,X360,Action,M,83,91,74,523,2.11
Assassin's Creed: Brotherhood,X360,Action,M,89,81,82,693,2.85
Battlefield 4,PS3,Shooter,M,80,14,57,579,1.3
Battlefield 4,X360,Shooter,M,79,21,55,542,2.15
Battlefield: Bad Company 2,X360,Shooter,M,88,75,85,869,2.1
Borderlands,X360,Shooter,M,84,83,81,715,2.4
Metal Gear Solid V: The Phantom Pain,PS4,Action,M,93,86,81,3943,1.09
Assassin's Creed Syndicate,PS4,Action,M,76,86,67,1319,0.81
Far Cry 3,PS3,Shooter,M,90,32,84,1041,0.88
Max Payne,PS2,Shooter,M,80,21,84,86,1.99
Assassin's Creed IV: Black Flag,X360,Action,M,86,35,78,701,1.9
Gears of War: Ultimate Edition,XOne,Shooter,M,82,74,74,563,2.61
True Crime: Streets of LA,PS2,Action,M,77,39,79,94,1.89
Halo: The Master Chief Collection,XOne,Shooter,M,85,69,71,1267,1.91
God of War: Chains of Olympus,PSP,Action,M,91,79,85,565,1.48
L.A. Noire,PS3,Adventure,M,89,78,76,1010,1.27
Fallout: New Vegas,PS3,Role-Playing,M,82,57,77,492,1.52
The Elder Scrolls IV: Oblivion,PS3,Role-Playing,M,93,45,79,604,1.69
Resident Evil 6,PS3,Shooter,M,74,34,53,1304,0.88
Mass Effect 2,X360,Role-Playing,M,96,98,88,3143,1.99
Borderlands 2,X360,Shooter,M,89,59,81,892,1.89
Mass Effect 3,X360,Role-Playing,M,93,74,57,3725,1.94
Heavy Rain,PS3,Adventure,M,87,107,76,2759,1.29
Saints Row 2,X360,Action,M,81,75,80,307,1.94
Killzone 2,PS3,Shooter,M,91,94,80,1505,1.4
Far Cry 3,X360,Shooter,M,91,39,85,1247,1.38
Devil May Cry,PS2,Action,M,94,37,84,466,1.36
Middle-Earth: Shadow of Mordor,PS4,Action,M,84,85,80,1886,1.01
Hitman 2: Silent Assassin,PS2,Action,M,85,19,77,78,1.36
Titanfall,XOne,Shooter,M,86,68,63,2658,1.84
Battlefield: Bad Company 2,PS3,Shooter,M,88,59,84,572,1.33
SOCOM II: U.S. Navy SEALs,PS2,Shooter,M,87,42,89,93,2.22
Call of Duty: Ghosts,XOne,Shooter,M,78,7,42,700,1.88
Mass Effect,X360,Role-Playing,M,91,74,86,1692,1.83
Assassin's Creed IV: Black Flag,PS4,Action,M,83,29,77,1530,1.07
Mortal Kombat,PS3,Fighting,M,84,60,83,494,1.98
BioShock,X360,Shooter,M,96,88,88,2249,1.65
Assassin's Creed: Brotherhood,PS3,Action,M,90,59,81,791,1.87
Medal of Honor,PS3,Shooter,M,75,56,74,286,1.28
Battlefield 3,PC,Shooter,M,89,61,74,4926,0.89
Mortal Kombat X,PS4,Fighting,M,83,81,76,836,1.5
Killzone 3,PS3,Shooter,M,84,85,78,942,1.45
Saints Row: The Third,X360,Action,M,84,70,75,490,1.25
Onimusha: Warlords,PS2,Action,M,86,23,81,56,0.99
L.A. Noire,X360,Adventure,M,89,83,77,893,1.52
Killzone: Shadow Fall,PS4,Shooter,M,73,88,67,2102,0.89
Fable,XB,Role-Playing,M,85,87,84,268,1.99
Medal of Honor,X360,Shooter,M,74,71,66,288,1.56
God of War Collection,PS3,Action,M,91,50,86,529,1.7
Dragon Age: Origins,X360,Role-Playing,M,86,68,78,725,1.76
Mortal Kombat: Deadly Alliance,PS2,Fighting,M,79,31,87,96,1.81
Bloodborne,PS4,Action,M,92,100,85,6383,1.03
Saints Row: The Third,PS3,Action,M,82,50,76,384,0.86
Resistance 2,PS3,Shooter,M,87,79,60,1889,1.15
Call of Duty: Infinite Warfare,XOne,Shooter,M,78,17,30,290,1.46
Tom Clancy's Rainbow Six: Vegas 2,X360,Shooter,M,82,66,77,176,1.56
Halo: Combat Evolved Anniversary,X360,Shooter,M,82,73,80,487,1.44
Dead Island,X360,Action,M,71,75,68,627,1.48
Half-Life 2,PC,Shooter,M,96,81,90,8665,2.28
Resident Evil - Code: Veronica X,PS2,Action,M,84,21,83,189,1.08
Dead Island,PS3,Action,M,71,41,65,405,1.08
Far Cry: Primal,PS4,Action,M,76,91,62,635,0.6
Battlefield 1,XOne,Shooter,M,87,37,81,440,1.28
Onimusha 2: Samurai's Destiny,PS2,Adventure,M,84,31,89,52,0.62
God of War: Ascension,PS3,Action,M,80,89,74,914,1.23
Borderlands 2,PS3,Shooter,M,91,25,81,858,1.05
Tom Clancy's Rainbow Six: Siege,PS4,Shooter,M,73,40,72,480,0.55
BioShock 2,X360,Shooter,M,88,93,81,573,1.45
Saints Row,X360,Action,M,81,74,74,211,1.17
Tom Clancy's The Division,XOne,Shooter,M,80,33,68,614,1.29
Hitman: Absolution,PS3,Action,M,83,30,74,511,0.59
Parasite Eve,PS,Role-Playing,M,81,17,88,89,0.94
Battlefield: Hardline,PS4,Shooter,M,73,46,49,845,0.71
Mortal Kombat,X360,Fighting,M,86,66,82,382,1.63
Borderlands,PS3,Shooter,M,83,58,78,427,1.2
Devil May Cry 3: Dante's Awakening,PS2,Action,M,84,60,89,212,0.99
Dying Light,PS4,Action,M,74,58,78,1287,0.96
Dead Rising,X360,Action,M,85,82,75,520,1.16
Dark Souls,PS3,Role-Playing,M,89,54,86,1397,0.75
Battlefield 4,XOne,Shooter,M,81,5,65,480,1.25
Dragon Age: Inquisition,PS4,Role-Playing,M,89,43,73,1984,0.73
Dead Space,PS3,Action,M,88,67,87,545,1.05
Tenchu: Stealth Assassins,PS,Action,M,87,14,87,45,0.95
Devil May Cry 2,PS2,Action,M,68,40,65,167,0.71
Tom Clancy's Rainbow Six: Vegas,X360,Shooter,M,88,69,82,225,1.09
Resident Evil 6,X360,Shooter,M,67,71,49,1407,1.12
Call of Duty: World at War,Wii,Shooter,M,83,19,75,78,1.17
Tom Clancy's Ghost Recon,PS2,Shooter,M,63,18,82,22,1.42
BioShock Infinite,X360,Shooter,M,93,33,84,1647,1.22
Red Faction,PS2,Shooter,M,88,25,79,69,0.76
Diablo III,PS3,Role-Playing,M,86,43,63,557,0.72
Mortal Kombat: Deception,PS2,Fighting,M,81,43,84,90,0.92
Just Cause 3,PS4,Action,M,73,42,64,403,0.47
Max Payne 3,PS3,Shooter,M,87,31,77,790,0.59
Demon's Souls,PS3,Role-Playing,M,89,81,88,1441,0.97
The Orange Box,X360,Shooter,M,96,54,88,797,1.09
Mafia III,PS4,Action,M,68,66,50,1147,0.42
The Evil Within,PS4,Action,M,75,65,72,1223,0.55
The Getaway: Black Monday,PS2,Action,M,57,53,75,47,0.39
50 Cent: Bulletproof,PS2,Action,M,47,21,65,129,0.85
Def Jam: Fight for NY,PS2,Fighting,M,83,46,88,73,0.86
Tom Clancy's Ghost Recon,XB,Shooter,M,84,29,60,27,1.23
State of Emergency,PS2,Action,M,71,34,56,33,0.86
Just Cause 2,PS3,Action,M,83,66,79,291,0.45
Crackdown,X360,Shooter,M,83,75,79,340,1
Dragon's Dogma,PS3,Role-Playing,M,78,38,82,444,0.41
The Order: 1886,PS4,Shooter,M,63,94,65,3172,0.61
Hitman: Absolution,X360,Action,M,79,51,70,453,0.68
Call of Duty: Modern Warfare 3,PC,Shooter,M,78,26,24,5664,0.41
Dishonored,X360,Action,M,88,56,78,815,1.06
SOCOM 3: U.S. Navy SEALs,PS2,Shooter,M,82,59,87,64,1.22
BioShock Infinite,PS3,Shooter,M,94,27,84,1863,0.72
Resident Evil 4,GC,Action,M,96,82,93,767,0.98
Saints Row 2,PS3,Action,M,82,50,78,135,0.88
Dragon Age: Origins,PS3,Role-Playing,M,87,41,78,597,0.96
Until Dawn,PS4,Adventure,M,79,103,81,2161,0.45
Saints Row IV,X360,Action,M,81,42,64,325,1.01
Dark Souls III,PS4,Role-Playing,M,89,69,87,1940,0.65
Army of Two,X360,Shooter,M,72,76,75,233,1.09
Prince of Persia: Warrior Within,PS2,Action,M,83,51,84,120,0.54
Far Cry 4,XOne,Shooter,M,82,15,74,383,0.8
Beyond: Two Souls,PS3,Adventure,M,70,98,80,2652,0.52
Call of Duty: Black Ops,PC,Shooter,M,81,29,51,1651,0.58
Max Payne 3,X360,Shooter,M,86,80,77,869,0.86
Rage,X360,Shooter,M,81,77,66,559,0.82
Just Cause 2,X360,Action,M,81,74,79,267,0.59
Silent Hill,PS,Action,M,86,17,91,326,0.71
Diablo,PC,Role-Playing,M,94,12,86,850,0.01
Far Cry 2,X360,Action,M,85,75,66,288,0.71
Devil May Cry 4,PS3,Action,M,84,63,81,311,0.58
Dead Rising 3,XOne,Action,M,78,69,67,908,1.06
Gears of War: Judgment,X360,Shooter,M,79,81,53,779,0.92
Watch Dogs,XOne,Action,M,78,15,57,712,0.9
Tom Clancy's Rainbow Six 3,XB,Shooter,M,86,39,84,31,0.91
Wolfenstein: The New Order,PS4,Shooter,M,79,73,80,1116,0.47
Mafia II,X360,Action,M,74,79,77,458,0.85
BioShock 2,PS3,Shooter,M,88,62,81,492,0.85
